Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Retail Sales People,Product ID,Location ID,Returned,Sales,Quantity,Discount,Profit
1317,CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,Anna Andreadi,OFF-SU-10003505,CA-Los Angeles-90032,Yes,579.3,5,0.0,28.97
1318,CA-2017-157651,10/12/2017,12/14/2017,Standard Class,HA-14920,Chuck Magee,TEC-AC-10003116,PA-Philadelphia-19120,Not,14.2,1,0.2,3.37
1319,CA-2014-160773,1/7/2014,5/7/2014,Standard Class,LW-16825,Cassandra Brandow,TEC-PH-10004586,FL-Deltona-32725,Yes,575.92,2,0.2,71.99
1320,CA-2014-160773,1/7/2014,5/7/2014,Standard Class,LW-16825,Cassandra Brandow,OFF-BI-10000546,FL-Deltona-32725,Yes,5.18,6,0.7,-3.63
1321,CA-2017-167703,3/2/2017,8/2/2017,Standard Class,MC-17575,Chuck Magee,OFF-BI-10002071,OH-Cincinnati-45231,Not,5.23,3,0.7,-4.18
1322,CA-2017-167703,3/2/2017,8/2/2017,Standard Class,MC-17575,Chuck Magee,OFF-ST-10001490,OH-Cincinnati-45231,Not,285.55,2,0.2,35.69
1323,CA-2017-121804,3/3/2017,8/3/2017,Standard Class,LP-17095,Cassandra Brandow,OFF-AP-10004859,KY-Murray-42071,Not,72.8,5,0.0,19.66
1324,CA-2017-162635,9/10/2017,10/10/2017,First Class,EB-14170,Cassandra Brandow,OFF-PA-10002659,NC-Wilmington-28403,Not,10.82,4,0.2,3.52
1325,CA-2014-107153,9/28/2014,9/28/2014,Standard Class,GZ-14545,Chuck Magee,OFF-ST-10001321,MA-Lawrence-1841,Not,46.26,3,0.0,12.49
1326,US-2014-117058,5/27/2014,5/30/2014,First Class,LE-16810,Kelly Williams,OFF-BI-10004139,IL-Chicago-60653,Not,17.46,6,0.8,-30.56
1327,CA-2015-120439,6/14/2015,6/18/2015,Standard Class,AD-10180,Chuck Magee,FUR-FU-10001867,PA-Philadelphia-19120,Not,51.07,6,0.2,5.11
1328,CA-2016-128258,3/30/2016,3/30/2016,First Class,CP-12085,Chuck Magee,OFF-PA-10004156,CT-Norwich-6360,Not,11.34,1,0.0,5.56
1329,CA-2017-106033,10/15/2017,10/18/2017,Second Class,FG-14260,Anna Andreadi,OFF-AR-10002818,CA-San Francisco-94110,Not,87.92,4,0.0,26.38
1330,CA-2016-142762,5/23/2016,5/27/2016,Standard Class,LD-17005,Anna Andreadi,FUR-FU-10003691,CA-San Francisco-94109,Not,37.05,3,0.0,16.3
1331,CA-2017-127705,2/6/2017,6/6/2017,Standard Class,AB-10255,Chuck Magee,TEC-PH-10000347,OH-Lorain-44052,Not,2.97,1,0.4,-0.64
1332,CA-2017-127705,2/6/2017,6/6/2017,Standard Class,AB-10255,Chuck Magee,OFF-ST-10004507,OH-Lorain-44052,Not,27.44,2,0.2,2.4
1333,CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Kelly Williams,OFF-BI-10002012,TX-Dallas-75220,Not,1.08,3,0.8,-1.73
1334,CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Kelly Williams,OFF-AP-10001303,TX-Dallas-75220,Not,7.96,2,0.8,-13.93
1335,CA-2014-121664,6/5/2014,10/5/2014,Standard Class,HP-14815,Anna Andreadi,OFF-BI-10003684,CA-Los Angeles-90049,Not,140.74,8,0.2,52.78
1336,CA-2016-122133,5/16/2016,5/23/2016,Standard Class,JR-15670,Chuck Magee,OFF-ST-10002574,CT-Middletown-6457,Not,552.56,4,0.0,0.0
1337,US-2017-123281,2/4/2017,7/4/2017,Standard Class,JF-15190,Anna Andreadi,FUR-FU-10003724,CA-Los Angeles-90008,Not,25.11,3,0.0,6.53
1338,CA-2017-100524,3/31/2017,3/31/2017,Second Class,CM-12115,Chuck Magee,FUR-FU-10004018,NY-New York City-10011,Not,29.78,2,0.0,8.04
1339,CA-2017-100524,3/31/2017,3/31/2017,Second Class,CM-12115,Chuck Magee,TEC-PH-10002549,NY-New York City-10011,Not,677.58,3,0.0,176.17
1340,CA-2017-100524,3/31/2017,3/31/2017,Second Class,CM-12115,Chuck Magee,OFF-PA-10004911,NY-New York City-10011,Not,75.04,8,0.0,36.02
1341,CA-2017-113481,2/1/2017,4/1/2017,First Class,AS-10045,Cassandra Brandow,TEC-MA-10002178,NC-Jacksonville-28540,Not,695.7,2,0.5,-27.83
1342,CA-2017-113481,2/1/2017,4/1/2017,First Class,AS-10045,Cassandra Brandow,OFF-BI-10003694,NC-Jacksonville-28540,Not,15.66,5,0.7,-12.53
1343,CA-2017-113481,2/1/2017,4/1/2017,First Class,AS-10045,Cassandra Brandow,OFF-BI-10000474,NC-Jacksonville-28540,Not,28.85,6,0.7,-21.16
1344,CA-2015-131758,5/28/2015,5/28/2015,Standard Class,KB-16315,Chuck Magee,OFF-AR-10000411,NY-Freeport-11520,Not,47.82,3,0.0,14.35
1345,CA-2015-131758,5/28/2015,5/28/2015,Standard Class,KB-16315,Chuck Magee,OFF-LA-10000262,NY-Freeport-11520,Not,13.05,5,0.0,6.0
1346,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Kelly Williams,OFF-AP-10001154,MN-Lakeville-55044,Not,93.78,2,0.0,36.57
1347,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Kelly Williams,OFF-PA-10000466,MN-Lakeville-55044,Not,47.18,7,0.0,23.59
1348,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Kelly Williams,OFF-AR-10003829,MN-Lakeville-55044,Not,19.68,6,0.0,5.71
1349,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Kelly Williams,OFF-BI-10001758,MN-Lakeville-55044,Not,53.4,10,0.0,25.1
1350,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Kelly Williams,OFF-BI-10000136,MN-Lakeville-55044,Not,35.88,6,0.0,17.22
1351,CA-2014-153976,3/10/2014,8/10/2014,Second Class,BP-11290,Kelly Williams,FUR-CH-10002880,IL-Evanston-60201,Not,258.28,3,0.3,-70.1
1352,CA-2016-162901,3/28/2016,3/31/2016,First Class,AS-10045,Cassandra Brandow,OFF-ST-10000649,VA-Arlington-22204,Not,31.4,2,0.0,7.85
1353,CA-2017-162978,4/5/2017,9/5/2017,Standard Class,LW-16990,Anna Andreadi,TEC-PH-10003092,CA-San Francisco-94109,Not,183.96,5,0.2,20.7
1354,CA-2017-162978,4/5/2017,9/5/2017,Standard Class,LW-16990,Anna Andreadi,OFF-PA-10002250,CA-San Francisco-94109,Not,17.61,3,0.0,8.45
1355,CA-2017-162978,4/5/2017,9/5/2017,Standard Class,LW-16990,Anna Andreadi,FUR-TA-10003473,CA-San Francisco-94109,Not,300.9,1,0.2,11.28
1356,US-2014-160444,5/7/2014,5/7/2014,Same Day,DC-12850,Kelly Williams,OFF-ST-10001522,TX-Houston-77036,Not,220.78,3,0.2,-44.16
1357,US-2014-160444,5/7/2014,5/7/2014,Same Day,DC-12850,Kelly Williams,OFF-ST-10000563,TX-Houston-77036,Not,281.42,11,0.2,-35.18
1358,CA-2016-145247,5/5/2016,7/5/2016,First Class,ND-18370,Cassandra Brandow,OFF-PA-10003641,KY-Louisville-40214,Not,79.14,3,0.0,36.4
1359,CA-2017-160045,4/26/2017,4/27/2017,First Class,LB-16735,Kelly Williams,FUR-FU-10000010,TX-Fort Worth-76106,Not,1.99,1,0.6,-1.44
1360,US-2014-151925,9/26/2014,9/26/2014,Second Class,KT-16465,Anna Andreadi,FUR-CH-10002961,CA-Los Angeles-90049,Not,145.57,2,0.2,0.0
1361,CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Chuck Magee,OFF-AR-10002956,PA-Philadelphia-19120,Not,123.26,7,0.2,9.24
1362,CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Chuck Magee,OFF-PA-10004041,PA-Philadelphia-19120,Not,23.68,4,0.2,7.4
1363,CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,Chuck Magee,TEC-PH-10001336,PA-Philadelphia-19120,Not,309.58,4,0.4,-56.76
1364,US-2017-155425,10/11/2017,11/11/2017,First Class,AB-10600,Anna Andreadi,OFF-BI-10001036,AZ-Tucson-85705,Not,38.39,14,0.7,-25.59
1365,US-2017-155425,10/11/2017,11/11/2017,First Class,AB-10600,Anna Andreadi,TEC-MA-10003183,AZ-Tucson-85705,Not,95.99,2,0.7,-64.0
1366,US-2017-155425,10/11/2017,11/11/2017,First Class,AB-10600,Anna Andreadi,TEC-AC-10001314,AZ-Tucson-85705,Not,239.95,6,0.2,-35.99
1367,US-2017-155425,10/11/2017,11/11/2017,First Class,AB-10600,Anna Andreadi,TEC-PH-10002563,AZ-Tucson-85705,Not,201.58,2,0.2,15.12
1368,US-2017-155425,10/11/2017,11/11/2017,First Class,AB-10600,Anna Andreadi,FUR-CH-10003312,AZ-Tucson-85705,Not,899.14,4,0.2,-146.11
1369,CA-2017-133249,8/7/2017,11/7/2017,First Class,SZ-20035,Anna Andreadi,FUR-FU-10001588,CA-Pico Rivera-90660,Not,145.9,5,0.0,62.74
1370,US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670,Anna Andreadi,FUR-BO-10002613,CO-Colorado Springs-80906,Not,590.06,7,0.7,-786.74
1371,US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670,Anna Andreadi,OFF-AR-10003405,CO-Colorado Springs-80906,Not,14.04,3,0.2,1.58
1372,CA-2017-136672,7/3/2017,12/3/2017,Standard Class,MG-17890,Chuck Magee,TEC-AC-10004510,MD-Clinton-20735,Not,49.08,3,0.0,4.91
1373,US-2014-157021,1/4/2014,6/4/2014,Second Class,KM-16720,Anna Andreadi,OFF-LA-10002312,CA-Vallejo-94591,Not,29.6,2,0.0,14.8
1374,US-2014-157021,1/4/2014,6/4/2014,Second Class,KM-16720,Anna Andreadi,OFF-BI-10000042,CA-Vallejo-94591,Not,17.09,4,0.2,5.55
1375,CA-2015-120362,9/14/2015,9/19/2015,Standard Class,CA-12265,Anna Andreadi,FUR-TA-10003008,UT-Provo-84604,Not,912.75,5,0.0,118.66
1376,CA-2014-126361,4/8/2014,9/8/2014,Second Class,VD-21670,Anna Andreadi,OFF-AP-10003590,UT-Pleasant Grove-84062,Yes,1089.75,3,0.0,305.13
1377,CA-2014-126361,4/8/2014,9/8/2014,Second Class,VD-21670,Anna Andreadi,OFF-PA-10000806,UT-Pleasant Grove-84062,Yes,447.84,8,0.0,219.44
1378,CA-2014-126361,4/8/2014,9/8/2014,Second Class,VD-21670,Anna Andreadi,OFF-AR-10000896,UT-Pleasant Grove-84062,Yes,16.4,5,0.0,4.26
1379,CA-2014-126361,4/8/2014,9/8/2014,Second Class,VD-21670,Anna Andreadi,TEC-PH-10002310,UT-Pleasant Grove-84062,Yes,399.96,5,0.2,35.0
1380,CA-2014-126361,4/8/2014,9/8/2014,Second Class,VD-21670,Anna Andreadi,OFF-ST-10002289,UT-Pleasant Grove-84062,Yes,158.9,5,0.0,7.95
1381,CA-2014-126361,4/8/2014,9/8/2014,Second Class,VD-21670,Anna Andreadi,OFF-BI-10002852,UT-Pleasant Grove-84062,Yes,13.18,1,0.2,4.78
1382,US-2016-100566,3/9/2016,9/9/2016,Standard Class,JK-16120,Kelly Williams,FUR-FU-10003394,IL-Aurora-60505,Not,83.95,3,0.6,-90.25
1383,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,OFF-ST-10002344,GA-Smyrna-30080,Not,80.98,1,0.0,1.62
1384,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,OFF-PA-10001289,GA-Smyrna-30080,Not,348.84,9,0.0,170.93
1385,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,OFF-FA-10000053,GA-Smyrna-30080,Not,9.45,5,0.0,0.19
1386,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,FUR-FU-10004091,GA-Smyrna-30080,Not,18.84,3,0.0,7.16
1387,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,FUR-BO-10004015,GA-Smyrna-30080,Not,239.98,2,0.0,52.8
1388,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,OFF-EN-10003001,GA-Smyrna-30080,Not,167.96,2,0.0,78.94
1389,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,TEC-PH-10000215,GA-Smyrna-30080,Not,104.85,3,0.0,28.31
1390,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,TEC-PH-10003645,GA-Smyrna-30080,Not,484.83,3,0.0,126.06
1391,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,OFF-PA-10000357,GA-Smyrna-30080,Not,122.97,3,0.0,60.26
1392,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,OFF-ST-10004804,GA-Smyrna-30080,Not,154.44,3,0.0,1.54
1393,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,Cassandra Brandow,OFF-PA-10003892,GA-Smyrna-30080,Not,342.37,7,0.0,160.91
1394,CA-2017-124828,3/7/2017,4/7/2017,First Class,YS-21880,Cassandra Brandow,OFF-AR-10003514,NC-Burlington-27217,Not,9.55,3,0.2,1.55
1395,US-2017-117247,9/10/2017,10/14/2017,Standard Class,CK-12760,Kelly Williams,FUR-TA-10002958,IL-Aurora-60505,Not,652.45,5,0.5,-430.62
1396,US-2017-117247,9/10/2017,10/14/2017,Standard Class,CK-12760,Kelly Williams,FUR-TA-10001676,IL-Aurora-60505,Not,66.65,3,0.5,-42.65
1397,CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340,Chuck Magee,OFF-BI-10000822,NY-New York City-10035,Not,17.22,4,0.2,6.03
1398,CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340,Chuck Magee,OFF-PA-10004971,NY-New York City-10035,Not,11.56,2,0.0,5.66
1399,CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340,Chuck Magee,TEC-AC-10002323,NY-New York City-10035,Not,88.4,4,0.0,11.49
1400,CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340,Chuck Magee,OFF-PA-10004888,NY-New York City-10035,Not,6.48,1,0.0,3.11
1401,CA-2016-159212,1/11/2016,5/11/2016,Standard Class,KM-16375,Cassandra Brandow,TEC-PH-10003988,VA-Salem-24153,Yes,21.8,2,0.0,6.1
1402,CA-2016-159212,1/11/2016,5/11/2016,Standard Class,KM-16375,Cassandra Brandow,OFF-EN-10002230,VA-Salem-24153,Yes,251.79,3,0.0,118.34
1403,US-2016-161396,4/19/2016,4/25/2016,Standard Class,GM-14455,Chuck Magee,FUR-TA-10002622,OH-Columbus-43229,Not,205.18,2,0.4,-58.13
1404,US-2016-161396,4/19/2016,4/25/2016,Standard Class,GM-14455,Chuck Magee,OFF-PA-10000418,OH-Columbus-43229,Not,419.4,5,0.2,146.79
1405,US-2014-118486,6/4/2014,8/4/2014,First Class,SD-20485,Chuck Magee,OFF-SU-10004498,PA-Philadelphia-19143,Not,10.3,1,0.2,-2.19
1406,US-2014-118486,6/4/2014,8/4/2014,First Class,SD-20485,Chuck Magee,FUR-TA-10001039,PA-Philadelphia-19143,Not,154.76,3,0.4,-36.11
1407,US-2014-118486,6/4/2014,8/4/2014,First Class,SD-20485,Chuck Magee,TEC-AC-10004659,PA-Philadelphia-19143,Not,116.78,2,0.2,21.9
1408,CA-2016-130407,2/9/2016,6/9/2016,Standard Class,KD-16270,Chuck Magee,OFF-AR-10002240,NY-New York City-10024,Not,75.48,2,0.0,19.62
1409,CA-2016-130407,2/9/2016,6/9/2016,Standard Class,KD-16270,Chuck Magee,FUR-FU-10001967,NY-New York City-10024,Not,39.98,2,0.0,10.0
1410,US-2016-122245,9/25/2016,9/30/2016,Standard Class,AB-10105,Anna Andreadi,FUR-TA-10002356,AZ-Phoenix-85023,Not,393.17,3,0.5,-204.45
1411,CA-2017-105144,4/11/2017,11/11/2017,Standard Class,SZ-20035,Kelly Williams,OFF-LA-10003923,TX-Grand Prairie-75051,Not,23.68,2,0.2,8.88
1412,CA-2016-136329,9/7/2016,9/7/2016,Standard Class,JD-15895,Chuck Magee,FUR-CH-10002335,NY-New York City-10035,Not,408.01,2,0.1,72.53
1413,CA-2016-136329,9/7/2016,9/7/2016,Standard Class,JD-15895,Chuck Magee,FUR-FU-10000723,NY-New York City-10035,Not,165.28,4,0.0,14.88
1414,CA-2014-146640,6/30/2014,6/30/2014,Standard Class,HA-14905,Chuck Magee,OFF-BI-10002867,NY-New York City-10024,Not,334.77,7,0.2,108.8
1415,CA-2017-115994,1/28/2017,1/31/2017,Second Class,BT-11305,Anna Andreadi,TEC-AC-10000580,CA-Costa Mesa-92627,Yes,239.97,3,0.0,26.4
1416,CA-2017-115994,1/28/2017,1/31/2017,Second Class,BT-11305,Anna Andreadi,FUR-FU-10003976,CA-Costa Mesa-92627,Yes,37.74,3,0.0,12.83
1417,CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Kelly Williams,TEC-PH-10002922,TX-Houston-77041,Not,946.34,7,0.2,118.29
1418,CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Kelly Williams,TEC-AC-10004353,TX-Houston-77041,Not,151.2,3,0.2,32.13
1419,CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Kelly Williams,FUR-FU-10001706,TX-Houston-77041,Not,4.93,4,0.6,-1.48
1420,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Anna Andreadi,OFF-PA-10000501,AZ-Mesa-85204,Not,86.27,4,0.2,31.27
1421,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Anna Andreadi,OFF-BI-10000778,AZ-Mesa-85204,Not,72.59,2,0.7,-48.39
1422,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Anna Andreadi,OFF-AP-10004980,AZ-Mesa-85204,Not,60.67,2,0.2,14.41
1423,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Anna Andreadi,OFF-BI-10003984,AZ-Mesa-85204,Not,77.03,9,0.7,-59.06
1424,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Anna Andreadi,OFF-ST-10000798,AZ-Mesa-85204,Not,119.9,6,0.2,-1.5
1425,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Anna Andreadi,TEC-PH-10001750,AZ-Mesa-85204,Not,263.96,5,0.2,23.1
1426,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Anna Andreadi,OFF-ST-10002743,AZ-Mesa-85204,Not,363.65,4,0.2,-86.37
1427,US-2015-164448,10/31/2015,10/31/2015,Second Class,DK-12835,Anna Andreadi,OFF-BI-10002949,CA-Salinas-93905,Not,9.73,2,0.2,3.28
1428,US-2015-164448,10/31/2015,10/31/2015,Second Class,DK-12835,Anna Andreadi,OFF-EN-10002600,CA-Salinas-93905,Not,14.75,5,0.0,7.08
1429,US-2015-164448,10/31/2015,10/31/2015,Second Class,DK-12835,Anna Andreadi,OFF-BI-10003708,CA-Salinas-93905,Not,29.8,5,0.2,9.31
1430,US-2015-164448,10/31/2015,10/31/2015,Second Class,DK-12835,Anna Andreadi,OFF-LA-10003510,CA-Salinas-93905,Not,427.42,14,0.0,196.61
1431,CA-2017-122700,11/26/2017,11/30/2017,Standard Class,LT-17110,Chuck Magee,TEC-PH-10003092,OH-Columbus-43229,Not,220.75,8,0.4,-40.47
1432,CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Cassandra Brandow,OFF-BI-10001191,AL-Florence-35630,Not,152.76,6,0.0,74.85
1433,CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Cassandra Brandow,OFF-SU-10004115,AL-Florence-35630,Not,7.27,1,0.0,1.96
1434,CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Cassandra Brandow,FUR-CH-10000513,AL-Florence-35630,Not,1819.86,14,0.0,163.79
1435,US-2016-153129,12/26/2016,12/30/2016,Standard Class,FP-14320,Anna Andreadi,OFF-PA-10003673,WA-Seattle-98105,Not,33.9,5,0.0,15.59
1436,CA-2017-106852,6/20/2017,6/27/2017,Standard Class,ST-20530,Chuck Magee,OFF-PA-10001639,OH-Parma-44134,Not,31.1,6,0.2,10.89
1437,CA-2017-106852,6/20/2017,6/27/2017,Standard Class,ST-20530,Chuck Magee,OFF-AR-10003829,OH-Parma-44134,Not,5.25,2,0.2,0.59
1438,CA-2015-139731,10/15/2015,10/15/2015,Same Day,JE-15745,Kelly Williams,TEC-AC-10004975,TX-Amarillo-79109,Yes,263.88,3,0.2,42.88
1439,CA-2015-139731,10/15/2015,10/15/2015,Same Day,JE-15745,Kelly Williams,FUR-CH-10002024,TX-Amarillo-79109,Yes,2453.43,5,0.3,-350.49
1440,CA-2017-122735,12/4/2017,12/4/2017,Second Class,BD-11320,Chuck Magee,OFF-BI-10004364,RI-Providence-2908,Not,29.7,5,0.0,13.37
1441,CA-2017-122735,12/4/2017,12/4/2017,Second Class,BD-11320,Chuck Magee,OFF-PA-10001712,RI-Providence-2908,Not,39.96,4,0.0,17.98
1442,CA-2017-128160,12/19/2017,12/24/2017,Second Class,MM-17920,Anna Andreadi,OFF-BI-10001510,CA-San Francisco-94110,Not,36.67,2,0.2,11.46
1443,CA-2017-117695,5/8/2017,8/8/2017,First Class,PW-19030,Cassandra Brandow,OFF-PA-10002713,KY-Richmond-40475,Not,13.76,2,0.0,6.33
1444,CA-2015-166135,1/10/2015,6/10/2015,Standard Class,SC-20440,Anna Andreadi,OFF-ST-10002974,CO-Aurora-80013,Not,139.42,4,0.2,17.43
1445,CA-2016-133725,5/23/2016,5/28/2016,Standard Class,KL-16645,Kelly Williams,TEC-PH-10004165,IL-Chicago-60623,Not,1979.93,9,0.2,148.49
1446,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Kelly Williams,OFF-ST-10004804,IL-Chicago-60653,Not,164.74,4,0.2,-39.12
1447,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Kelly Williams,FUR-CH-10004289,IL-Chicago-60653,Not,470.3,7,0.3,-87.34
1448,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Kelly Williams,TEC-PH-10002564,IL-Chicago-60653,Not,47.98,2,0.2,6.0
1449,US-2014-112564,4/23/2014,4/24/2014,First Class,TS-21160,Chuck Magee,OFF-BI-10004876,PA-Philadelphia-19134,Not,2.5,3,0.7,-1.75
1450,CA-2015-145821,1/5/2015,7/5/2015,Standard Class,JB-15400,Anna Andreadi,TEC-PH-10004348,CA-Los Angeles-90008,Not,88.75,3,0.2,11.09
1451,US-2015-160150,7/19/2015,7/20/2015,First Class,TS-21085,Anna Andreadi,OFF-BI-10004352,AZ-Phoenix-85023,Not,2.03,1,0.7,-1.35
1452,CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425,Cassandra Brandow,OFF-PA-10001685,AL-Mobile-36608,Not,70.98,7,0.0,34.78
1453,CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425,Cassandra Brandow,OFF-BI-10000666,AL-Mobile-36608,Not,91.68,3,0.0,45.84
1454,CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425,Cassandra Brandow,OFF-BI-10004352,AL-Mobile-36608,Not,33.75,5,0.0,16.88
1455,CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425,Cassandra Brandow,TEC-MA-10000010,AL-Mobile-36608,Not,3040.0,8,0.0,1459.2
1456,CA-2017-148474,12/6/2017,12/6/2017,Standard Class,ME-17320,Cassandra Brandow,OFF-BI-10000977,GA-Columbus-31907,Not,91.2,3,0.0,41.95
1457,CA-2017-148474,12/6/2017,12/6/2017,Standard Class,ME-17320,Cassandra Brandow,FUR-TA-10002530,GA-Columbus-31907,Not,452.94,3,0.0,67.94
1458,CA-2015-111297,8/17/2015,8/21/2015,Standard Class,SC-20440,Chuck Magee,OFF-BI-10002412,MA-New Bedford-2740,Not,52.2,9,0.0,23.49
1459,CA-2016-123722,9/25/2016,9/25/2016,Standard Class,NH-18610,Kelly Williams,OFF-LA-10001569,TX-Irving-75061,Not,15.94,4,0.2,5.18
1460,CA-2014-155271,4/5/2014,4/5/2014,Same Day,AA-10480,Chuck Magee,FUR-FU-10001473,CT-Middletown-6457,Not,27.46,2,0.0,9.89
1461,CA-2015-119907,1/12/2015,8/12/2015,Standard Class,LC-17140,Anna Andreadi,OFF-BI-10001765,WA-Seattle-98103,Yes,55.42,2,0.2,19.4
1462,US-2016-128902,11/3/2016,11/3/2016,Standard Class,MB-18085,Chuck Magee,FUR-TA-10001095,NJ-Vineland-8360,Not,244.01,2,0.3,-31.37
1463,CA-2016-152289,8/26/2016,8/28/2016,First Class,LC-16930,Kelly Williams,TEC-AC-10004571,TX-Pasadena-77506,Not,159.98,2,0.2,44.0
1464,CA-2016-152289,8/26/2016,8/28/2016,First Class,LC-16930,Kelly Williams,FUR-CH-10002126,TX-Pasadena-77506,Not,1024.72,6,0.3,-29.28
1465,US-2016-104794,12/16/2016,12/19/2016,First Class,KD-16495,Chuck Magee,OFF-FA-10001754,NY-New York City-10009,Not,3.68,2,0.0,1.8
1466,CA-2014-151708,8/8/2014,8/14/2014,Standard Class,MB-17305,Anna Andreadi,FUR-FU-10001602,AZ-Glendale-85301,Not,121.38,4,0.2,-3.03
1467,CA-2014-151708,8/8/2014,8/14/2014,Standard Class,MB-17305,Anna Andreadi,TEC-AC-10001767,AZ-Glendale-85301,Not,95.98,3,0.2,-10.8
1468,CA-2015-100769,5/16/2015,5/16/2015,Same Day,TH-21550,Cassandra Brandow,TEC-AC-10002402,FL-Jacksonville-32216,Not,255.97,4,0.2,32.0
1469,CA-2017-139199,9/12/2017,12/13/2017,Standard Class,DK-12835,Kelly Williams,FUR-CH-10000847,MI-Detroit-48234,Not,872.94,3,0.0,226.96
1470,CA-2017-139199,9/12/2017,12/13/2017,Standard Class,DK-12835,Kelly Williams,OFF-BI-10003982,MI-Detroit-48234,Not,41.54,2,0.0,19.52
1471,CA-2017-139199,9/12/2017,12/13/2017,Standard Class,DK-12835,Kelly Williams,OFF-PA-10001293,MI-Detroit-48234,Not,12.96,2,0.0,6.22
1472,US-2015-161466,9/24/2015,9/27/2015,Second Class,ON-18715,Chuck Magee,OFF-AR-10000634,PA-Philadelphia-19120,Not,6.85,2,0.2,0.6
1473,CA-2017-164959,11/7/2017,11/7/2017,Standard Class,KN-16390,Anna Andreadi,OFF-LA-10004272,CA-Los Angeles-90004,Not,8.67,3,0.0,4.07
1474,US-2015-105676,1/12/2015,2/12/2015,Same Day,NM-18520,Kelly Williams,FUR-FU-10004270,TX-Houston-77036,Not,6.69,4,0.6,-4.01
1475,CA-2016-113138,11/19/2016,11/25/2016,Standard Class,NP-18685,Chuck Magee,OFF-AR-10003770,NY-Niagara Falls-14304,Not,17.28,6,0.0,5.01
1476,CA-2016-113138,11/19/2016,11/25/2016,Standard Class,NP-18685,Chuck Magee,OFF-BI-10000320,NY-Niagara Falls-14304,Not,17.71,3,0.2,6.42
1477,US-2017-104955,3/19/2017,3/24/2017,Standard Class,CG-12040,Chuck Magee,OFF-LA-10003121,NY-New York City-10024,Not,28.91,7,0.0,13.3
1478,CA-2016-121958,11/13/2016,11/17/2016,Standard Class,CS-12505,Cassandra Brandow,OFF-SU-10000381,NC-Thomasville-27360,Not,52.14,7,0.2,5.87
